id,open_edges
1595,11649-11734-21893
1596,11655-11656-11661-11663-11665-11667-11669-11671
1597,11675-11676-25850-25854
1598,11681-11689
1599,11687-11711-11749
1600,11692-11933-21991-46493
1601,11697
1602,11703
1603,11705
1604,11714-11716-21403-21446-21450
1605,11725-28809-28811-48286
1606,11739-12386-21963-42893-42895
1607,11740-11812-12447-13340-13355-15660-18259-21879-22839-23192-23619-25184-25194-25988-27726-27894-29588-30551-30553-30557-30570-30891-31027-33222-37359-37401-37409-40346-40358-48546-48814-56986-58111
1608,11744-13313-13468-16744-20252-20269-22700-22873-23851-23853-28330-28574-30813-30814-30816-30818-30820-30822-30825-31000-31002-31007-31209-31212-31220-31254-31268-31775-32022-32065-32173-32198-32215-32578-32854-33819-35877-36847-38494-39022-39279-40197-40392-40502-42423-43008-43267-46828-46885-50614-51885-53143
1609,11747
1610,11753-11805-11809-11811
1611,11755-11756-11759-15716-15719-19247-19265
1612,11781
1613,11783
1614,11815-11817-11819
1615,11834-11837-11838-11846-11866-11870-11872-11876-14383-34878-34880-34883-34885-34886-34888-34890-35039-35042-35045-35046
1616,11841
1617,11859-14395
1618,11860-12620-12633-13322-13374-14066-16326-16350-16368-16670-17850-18301-20088-20292-20410-20802-21812-24345-24496-26578-28230-28356-29514-29547-30010-31076-31184-31432-32638-33668-34582-36356-36718-37801-40396-41346-42070-42316-44296-44498-44604-44608-44622-46666-47116-47217-47824-48224-50212-51074-51106-51464-51946-52794-53046-54508-55212-56288-56379-56476-56750-57062-57146-57246-57330-58659-59572-60752
1619,11862
1620,11864-13940-27250
1621,11878-11880-12137-13136
1622,11882
1623,11884
1624,11889-18359-19441-23831
1625,11891-12123-28509-28594-28605-28607-28609-28979-29297-29300-29303-29335-29711-30092-30203-32502-32511-32529-32966-33061-34159-36067-38729-39463-43669-49944-60153
1626,11897-24765
1627,11900-41796-41804-48362
1628,11902-11904-11907-11908-12978-12980-12982-12984-12986-12989-12990-21178
1629,11915-14405-54616
1630,11920-11923-11924-11926-28739
1631,11932-11960-25885
1632,11934-12280-24519-25116-25560
1633,11953
1634,11957-12157-12161-12169
1635,11959
1636,11966-12011-12058-12060-12063-12068-12070-12072-12202-12205-12208-12212-12214-12217-12219-13115-13116-14474-15580-17376-24702-25494-25497-40155-40157-42088
1637,11973-12101
1638,11978-12308-12354-12392
1639,11985-11986-11989-11991-11993-11995-11997-12001-13038-18319
1640,12005-23317-24739-24740-45803-45823-46373
1641,12009-12019
1642,12013-12024-12144-12150-12178-12238-12294-12303-12356-12399-12425-12428-12647-12692-12753-12879-13160-13262-14335-14356-14397-14399-14401-14501-14906-14908-14977-15206-15211-15274-15873-15919-16162-16215-16398-16404-16418-16791-16908-16936-19455-19462-19478-19719-19744-19836-20044-20315-20722-20877-21783-21838-22012-22336-22415-23011-23130-23267-23269-23402-23564-24163-24579-24932-24981-25719-26067-26272-26324-26461-27032-27545-27574-27584-27979-28154-29504-29822-30062-30064-30831-30860-31063-31416-31860-32182-32528-35394-35771-41056-41308-41388-42347-45429-45437-46008-46318-47367-47437-48419-48760-48805-50011-52309-53815-53840-54902-55010-56068-56273-56380-57120-57869-58703-59072
1643,12016-12104-12375
1644,12020
1645,12023-12102-13800-13802-15378-20077-20520-29726-43846
1646,12027-12076
1647,12031
1648,12049-12053-15439-15837-18277-33822-42191-50806-56457-58349
1649,12055-12079
1650,12057
1651,12065-58233
1652,12067
1653,12081-12083-52899-52917
1654,12084-12808-23834-39982-39985-40403-51418
1655,12092-12094-12364-17017-23102
1656,12099-14143-24851
1657,12109
1658,12111-12112-12114-12116-12133-13566-13840-13928-20387-26678
1659,12124
1660,12126-12486-20202-20539-20622-33308-35704-45628-48450-50272-52042-54310-55612-57126
1661,12127-12287-12324-12721-19153
1662,12128-17572-17574-17576
1663,12141
1664,12143-12148-12152-12154-12319-13389-13637-14809-14811-14812-14816-14818-14820-14822-14825-14867-14873-14921-15844-16855-18907-19322-20569-21160-21729-25153-38254-43805-51033-52555-53567-55983
1665,12147-12227-12508-12609-12651-12781-12853-13301-13303-13533-13556-14297-14993-19201-19203-19205-19213-19255-22155-24321-43097-47991-53101-59227-60327
1666,12170-12241-12244
1667,12172
1668,12174-12176-12195-12467
1669,12188
1670,12192
1671,12196-12200-12207
1672,12211-12221
1673,12224-12250-17487-19068-19119-20556-20980-33869-43839-44449-44453-44717-47078
1674,12232-12878-13204-13206-13678-15684-17676-19978-25600-40228
1675,12234
1676,12239-14387-17273-24399-36014
1677,12249
1678,12255
1679,12256-12258-12968
1680,12267
1681,12268
1682,12276-12278-35868-41333-59336
1683,12277-12279-17925-18198-18202-20239-25897
1684,12293
1685,12296-12334-12338-12358-12369-12389-12391-12396-12398-12440-12442-12444-12448-12464-12506-12772-12778-12821-12904-12928-12930-12938-12946-12950-12952-12954-12956-12958-12992-12994-12999-13000-13024-13027-13074-13241-13260-13298-14595-14706-14709-14725-14727-15022-15036-15304-15598-17203-19087-22850-26447-27774-29986-31145-31683-32112-32607-33619-39370-40668-45452-45466-45718-47193-48759-48901-48959-49030-49155-49983-51851-52142-52156-52209-53358-53451-53874-54892-55109-56420-56815-56976-57069-57826-58198
1686,12298-12301-12347-12349-13283
1687,12302
1688,12306-12463-14104-14110-14471-19772
1689,12315-19598-19618
1690,12321-25011
1691,12326-12967-14353
1692,12329-12331
1693,12333
1694,12337-12689
1695,12341
1696,12342-12344-15203
1697,12357-12422-19895
1698,12366-15689-16324-16794-18478-28936-28939-29006-29994-30348-39392-40496-40924-42142-42148-42154-42160-42164-42584-47678-58762-60004-60654
1699,12377
1700,12378-12380-12382-12384
1701,12401-12433
1702,12403-12406-24577-24578-46796
1703,12414
1704,12426
1705,12430
1706,12435
1707,12437-12439
1708,12450-12454-12456-24442-25708-59074
1709,12459
1710,12461-13120-15117-18317-20115-22745-29752-29755-29757-31895-33724-40947-42101-45638-49122-49834-50292-50563-54141-54195-56156-57183-59329-60024-60248-60847
1711,12468-12545-12551-14504-14520-14522-14533-14536
1712,12473-12475-12477-18423-24843-24867
1713,12478-12481-12483-12484-12610-23076
1714,12496
1715,12499-12503-12505-18516
1716,12500-41528
1717,12510
1718,12514-12518-12543
1719,12516-15970
1720,12521-12522-12586-12588-12591
1721,12532
1722,12536
1723,12538-12562
1724,12540-13658-14962-16430-16840-20852-24150-32726-39668-58822
1725,12546-25888
1726,12557
1727,12560
1728,12564-12566-12568-12571-12572-12574-12577-18348
1729,12582
1730,12592-12598-12600-23358-24970-27562-43598-51950-51952-51954-51956-52004-55240
1731,12603-12617-13219-23643-30933-31579-33347-33689-40921-49751-55315-59001
1732,12605-13613-17699-20941-40959
1733,12606-12814-14056-22626-25244-26566-30880-30884
1734,12613-21272-21279-23629-26054-28747-28749-30598-34395-45377
1735,12628
1736,12630-12632-12634-12636-12638-17336-17338-17340-17974-20400-34078-34080
1737,12644-12744-16802-17152-33490-37866-50657
1738,12652
1739,12655-22373-22376-35568
1740,12657
1741,12659
1742,12663-12783
1743,12665-12667-12669
1744,12673-12907-12909-13945-15895
1745,12675-12678-12717-13085-13621
1746,12680
1747,12682-12686-12832-12881
1748,12690
1749,12722
1750,12725
1751,12733
1752,12742-12807-12900
1753,12747-12756-22765-24023-24668-26055-42805-47825
1754,12760-13304-40916
1755,12767-13044-13277-13564-13659-13686-15483-15492-15499-15548-15553-15776-15846-16155-16171-16687-16904-18567-18706-18715-19001-19228-20069-20969-21094-21859-22590-23551-24503-24716-25135-26259-27467-28176-28410-28460-30329-33691-36698-46859-59764-59850
1756,12795-12796-12798-14582
1757,12803-12804-12822-12824-12826-14973-18152-24078-29008-30232-30235-30578-31515-31760
1758,12812-17976
1759,12817-12865-12867-12869
1760,12819-12893
1761,12836-12839-12841-12843
1762,12848
1763,12850-13158
1764,12855-12888
1765,12856-12862-19966-60634
1766,12877
1767,12885
1768,12887-12936-12940-12960-13286-13366
1769,12896
1770,12902
1771,12914
1772,12921
1773,12934-14236
1774,12943-12963
1775,12944-13094-13125-29499-50115
1776,12949-13009-13811-13977-17943-18427-19093-19253-19848-20599-21181-26777-30531-35903-37145-38112-42545-48489-52277-53689
1777,12965-12970-13154-13222-13274-13394-13912-14424-14426-14428-14467-14524-14526-14531-14708-14726-14749-14805-14806-14830-14832-14869-14902-14905-14910-15018-15030-15033-15034-15039-15062-15081-15205-15227-15270-15278-15286-15303-15364-15438-15528-15743-16109-16266-16408-16458-16487-16516-16546-16672-16788-16790-16796-16798-16805-16806-16808-16812-16815-16819-16821-16841-16842-16846-16850-16862-16864-16866-16869-16871-16872-16874-16876-16878-16880-16882-16884-16886-16888-16890-16892-16910-16966-17040-17064-17081-17101-17122-17161-17334-17464-17931-18251-18325-18360-18483-18759-19115-19117-19118-19125-19288-19395-19722-19945-19979-20271-20542-20712-20837-20979-21099-21382-21384-21714-21873-22486-22833-23150-23186-23224-23494-23680-24774-24912-25190-25238-25308-25391-25511-26340-26412-26628-26756-26828-26916-27150-27563-27614-27650-27996-28216-28406-28467-28508-28622-29388-29562-29594-29624-29783-29828-29830-29833-29835-29836-29838-29841-29843-29844-29893-30096-30134-30324-30326-30328-30330-30369-30450-30462-30472-30544-30752-30754-30756-30810-30888-31004-31086-31096-31165-31314-31856-31908-31916-32042-32062-32064-32066-32069-32071-32386-32464-32660-32698-32755-32767-32987-33160-33267-33536-34074-34076-34232-34855-34901-35070-35308-35370-35679-35753-35784-36247-36330-36558-36764-36774-37177-37462-37630-37730-37907-38118-38745-39464-39467-39927-40204-40365-40483-40760-40850-40877-41168-41214-41936-42076-42430-42900-42908-42914-43245-43350-43744-43961-44040-44080-44320-44652-44682-44902-45128-45244-45511-45812-46262-46274-46365-46498-46603-46624-46643-46740-46902-49700-49873-49996-50036-50038-50082-50102-50145-50264-50346-50822-50857-50907-50970-51224-51226-51248-51572-51779-52265-52568-52607-52640-52742-52814-53327-53473-53794-53813-53858-53906-54306-54710-54957-54958-55148-55206-55308-55310-55700-56505-56654-56675-57426-57492-57739-57863-57987-58095-58415-58898-58992-59340-59526-60054-60630
1778,12977
1779,12996-13002-13060-50142
1780,13011-17163
1781,13081-13213-13224-20374-20376-20426-20428-20431-20436-20711-20790-29404-41604-44056-50886-55557
1782,13096-13103-16180-16182-17841
1783,13099-13242-25149-33417-33889-41861-44401
1784,13129-13131
1785,13152
1786,13155-13184-19083-31824
1787,13157-13661
1788,13162
1789,13166-13239-14631-16667-25305-53748-53875-53876-53914-53951-53957-54101-58347
1790,13171-13172-13175-13176-14574-18845-18847-18849-18851-18853-18855-19221-23126-24773-25556
1791,13200-13226-13271-13826-14036-14890-14979-15210-15704-17086-17100-20728-21568-21710-22000-24515-26295-28468-35703-39688-39696-39698-39712-39714-39717-39724-39727-40234-40322-40324-41176-41178-41180-41190-41206-41884-42170-42320-42847-43045-46086-46088-46168-46170-46172-46174-47908-48882-49172-51934-53810-56874-57965-59944-60435-60436-60438-60441-60443-60444-60446-60448-60450-60452-60455-60457-60458-60460-60462-60465-60466-60468-60471-60472-60474-60886
1792,13214-18060-26144
1793,13229
1794,13230-13232-13234-13272-15258-15260-15262-15264-15266-15268-15272-19692-19696-19764-19766-19769-19771-21566
1795,13248-13281-13592-24015-24437
1796,13253
1797,13265
1798,13269
1799,13288-13574
1800,13291-24982
1801,13293-17235-19519
1802,13329-13647-15075
1803,13330-13427
1804,13404-13596-13618-13904-13906-14750-14784-21048-27934-40940-42792-46144-54534-55050
1805,13430-16982-19390-20158-34108-34110-34664
1806,13434-13470-13692-19000-24121-27550-39141-47672
1807,13524
1808,13527-21245-33375-33376-51523
1809,13540
1810,13553-13834
1811,13600-13602-14232
1812,13630-14086-14266-15508-16164-16240
1813,13639-21227
1814,13640-13672-19372-21304-35670-35678-35686-40948
1815,13645-15427-25625-25627
1816,13667-13986-14245-14980-15020-15574-15724-16072-16129-16814-16926-17892-19578-21105-22848-22922-23340-24522-25484-25842-26274-26432-27154-27197-27389-28710-28713-31140-33484-36450-36818-37930-38106-38718-42998-44926-45930-49992-52770-52822-53844-56864-59980
1817,13806-23524
1818,13808-14192-17160-18065-30782-31034-31445-31446-33329-34124-35230-40002-48124-51650
1819,13812
1820,13814
1821,13816-13822-13827-14037-18000-20785-22181-23689-25795-33457-40380-43068-46800-58000
1822,13819-13820
1823,13824-25696-25920-25974
1824,13846-17798-48480-48483-48485-48486-48552-48627-52334
1825,13855-13915-16833-25071-30501-32147-48373
1826,13932-13934-27186-53200-56748-58026
1827,13936-26124-28536
1828,13951
1829,13953-13955-13956-14098-19614-32487-33073
1830,13959-13960-19211
1831,13963
1832,13966
1833,13969-16290-16587-16591-19024-20109-22226-23593-23595-24777-24913-25771-26002-26005-26338-26433-30847-31865-31869-38641-38727-38857-40679-47817-48829-50303-54998-59547
1834,13972-13974-15900-15960-15962
1835,13983-13985-24695-28807
1836,13988-14842-15536-18663-19863-22958-29808-30929-34163-34303-34307-34309-34841-35565-35567-36025-36672-36837-40555-40636-41079-41225-41703-41705-41713-43418-46077-46589-47904-50481-56610-56613-58066-58796
1837,13997
1838,13998
1839,14000
1840,14004-14006-14029-14033-14107-14127-14129-17585-30456-31080-31085-31087-31109-32643-34376-37262-37673-37691-45826-46424-50204
1841,14008-14074-14077-14633-14660-16208-17680-17782-17930-18912-26410-27056-27611-33603-33896-34568-38022-45296-45920-58524
1842,14011-14016-14019-18361-23791-23998-32718-32821-35291-35348-35727-42444-42713-42832-42848-44651-44742-45795-46980-48996-60340
1843,14012-14226-51735-51736
1844,14045-14047-14049-14051-14322-14324-19099-25085-25089-48719
1845,14061-14305
1846,14062
1847,14065
1848,14067-14072-14078-14081-14094-19399-22657-24642
1849,14071
1850,14092-39058
1851,14097
1852,14100
1853,14102-19878-20155-21884-24638-28874-34894-35028-37350-38016-42198-42704-43712-47097
1854,14114
1855,14121-14577-17581-33535-33537-33975-44698-45052
1856,14132-14386-15441-15916-18321-18756-19427-21952-22066-22767-22990-34229-41725-48279-53574-56044-57143-57452-59474-59697
1857,14133-23765-28189-44471-44483-44487-44489-44492
1858,14135-14199-14201
1859,14136-14330-14336-15388-15390-15626-16392-25306-31142-31144-31146-31998-32408-32734-50437
1860,14144-14218-16262-20538-23644-24218-24426-24500-24556-29634-39788
1861,14146
1862,14152-14169
1863,14154-14162
1864,14156-14159
1865,14161-14464
1866,14165-16194-16197-19977-23352-24269-24319-34642-34764-34852-45457-50594
1867,14174-14202-14204-14206-14217-14298-14300-14302-14686-14745-15271-15314-15405-15889-15890-16376-16518-17222-18569-19593-19720-20197-20266-20415-21795-22308-23470-27019-28861-32226-33110-40216
1868,14210-16222-56000-56002-56004-57525
1869,14225-15653-15655-15657-15661-32028-32030
1870,14235-14270
1871,14242-14246
1872,14249-14251-14252-14255-14257
1873,14262-26942-50448
1874,14273
1875,14274
1876,14281-14283
1877,14284-14326
1878,14286-14320
1879,14290-14292-14295
1880,14306
1881,14308-19588-22042-23526-25680-39956-58374
1882,14311
1883,14319
1884,14334-14396-16709-16719-18326-20017-30775-35966-42074-50444
1885,14344
1886,14349-14457-14569-14571-14587-16031-16259-16565-17037-18605-19139-24499-31589-34613-40189-49757
1887,14359
1888,14360
1889,14363-14366-14534-19021
1890,14369-59341-59353-59357-59359-59361-60883
1891,14373-14374-15862-20462-20472-24732-25315-25317
1892,14375-18486-18489-18491-18527-18528-18553-18773-22669-23013-23015-23035-23151-23159-23161-23162-23541-24801-25355-25372-25375-25542-26307-26755-27295-27351-30549-33813-35826-35829-35831-35833-35835-35837-36081-37253-38802-40009-43903-43908-44386-47683-47685-48103-48993-53579
1893,14379
1894,14381-34028-41531
1895,14384-20287-20288-20290-20306-48402
1896,14392-14460-18280-18282-24856-37530
1897,14402
1898,14407
1899,14408-14410-14412-14415-14416-14418-14420-14422-14441-14442-14444-14446-14448-14450-14452-14454-14462
1900,14458-14652-14672
1901,14469-14759-16115-20378-27357-27371-27373-27377-27393-27753-27795-27802-27827-47835
1902,14472-18550
1903,14477-14478-14614-14617-18010
1904,14481-14483-14493-14495-16153-16217-21975
1905,14502-14566-17940-22139-22141-22154-22818-23728-24364-29750-34460-38028-39478-40144-43482-45880-48976-50816
1906,14506-14509-14510
1907,14512-14718
1908,14528-24864
1909,14539-14540-14543-14545-14549-14551-14553-14555-14557-14559-14561-20945-21163
1910,14547
1911,14578
1912,14585
1913,14589-14591-14593-15786-15834-16388
1914,14594-14597-14600-14602-14607-14608-14610-14612-14620-14622-14624-14626-14628-14632-14634-14675-14734-14736-14954-14956-14958-14976-14978-15384-15642-15824-15826-16018-17566-17568-17570-20062-24996-31134-31136-31138-31141-31150-31871-32407-32509-39811-40042-43074
1915,14599-14881-14887-14889-14899-14907-27813-27917-28183-30361-31713-32887-32913-32927-42743-52079-52081-59857
1916,14618
1917,14647-14648-14689-14878-15042-15044
1918,14650-15530
1919,14655-14656-14659-14661-14662-14671-14723
1920,14677-24837-29188-33425-40054-41920-46706-47513
1921,14678
1922,14683-14685
1923,14691
1924,14693-31319-31502-31504-31509-31600-31602-31605-56409-56429-57007-57009-57016-57078
1925,14699-14702-14705
1926,14700-16003-20898-21242-22312-22314-23087-23794-24866-26567-28092-28510-31118-31156-31158-36047-37010-38190-46222-49169-49741-54258-57603
1927,14711
1928,14712-14714-14717-16320-16322
1929,14721
1930,14729-14966-20153-32480-41866-44332
1931,14735-15563-15564-15705-15725-15728-15845-15981-15999-16056-16071-16282-16285-16293-16425-16427-16437-16463-16767-16809-16810-16861-16937-17035-17072-17074-17446-18672-18677-18709-19037-19039-19057-19101-19845-19847-19859-20046-20057-20377-20792-20841-21077-21113-21133-21280-21493-21787-21919-22001-22931-23207-23305-23503-24604-26087-26535-26723-27229-27303-27395-27449-28897-28995-29423-29457-29961-29967-30031-30033-30079-31329-34985-37109-37175-37675-38042-38403-40466-40825-42351-43726-49217-54029-55201-59039-59799-59886-60189-60902
1932,14743
1933,14747-14779-14871-15493-18519-53671
1934,14751
1935,14756-23323
1936,14766-14768
1937,14770-14772
1938,14783-15295-15333-15335
1939,14785-53196-53199-53201-56455
1940,14828-14835-14840-14848-14883-14918-14937-14942-14944-14953-14960-14984-14990-14994-14996-15094-15133-15409-15517-15749-15898-16417-16428-16512-16898-17078-17088-17111-17113-17126-17129-17904-18116-18145-18147-18183-18221-18381-18387-18447-18457-18471-19013-19520-19522-19542-19559-19569-19579-19601-19603-19604-19613-19634-19649-20311-20319-20634-20762-21259-21374-22069-22467-22575-22771-23990-27086-27440-28071-28924-29264-29476-29910-31097-31098-31101-31103-31105-31107-31255-31257-31492-31531-31609-31614-31687-32835-32859-33245-33302-35486-35875-42556-42559-44635-44712-44811-45480-46378-48222-49092-50700-50931-50963-51350-51585-51672-53195-54675-54855-55806-56311-56885-59062-59185-60868
1941,14836-14853-14856-14860-20758-20760-23674-24538-33336
